,AdaptiveIslandDE,Adaptive_Evolutionary_Algorithm_with_Local_Search,AdaSwarmD,AEEA,AMMS-PGSE,EASE-ing_into_Global_Optimization,Ensembled_HeuristicAlgorithm,Ensembled_Seed,Entropy-Driven_Quantum-Inspired_Optimization,HybridFireflyDE,LLM-Driven_Evolution_of_Metaheuristic_Components_V2,LLM-Enhanced_Genetic_Algorithm,LLM-SHADE,LLM_based_GA_with_Adaptive_Strategies,MSHO-LLM,Vortex_Search
1,1.0,1.0,0.9999355251903365,0.999999984352579,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9999999998959134,1.0,0.9962056141204001,1.0,0.9998911483091532
2,0.9997616419688772,0.999570405294443,1.0,0.9991138189173518,1.0,0.999744215800352,0.999617638935149,0.999617638935149,0.0,0.9998782314314829,1.0,0.9995644058626527,1.0,0.997645568565334,0.999617638935149,0.99861812077295
3,1.0,0.9999999999116893,1.0,0.999999999447562,1.0,1.0,0.9999999999995656,0.9999999999995656,0.9998554775136674,0.9999999985089345,1.0,0.9999904647583423,1.0,0.9999979570792242,0.9999999999995647,0.0
4,1.0,0.9999999996285829,0.9999998062167733,0.09119968706624193,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.999999999939907,1.0,0.9999917635400686,0.0,0.9999943462995782
5,0.999999987996473,0.9999964036889595,0.9999969948600169,0.9999961391303,0.999999071151436,0.999998356530699,0.9999988433708134,0.9999988433708134,0.0,0.9999969472100625,0.999999988878915,0.9999967868619006,1.0,0.9999920326460287,0.9999913637328515,0.9999949831951617
6,0.7052951231700284,0.5095346233066678,0.6563118979798597,0.5255676230829529,0.7008057538057758,0.6977658375005756,0.697432877722429,0.697432877722429,0.0,0.6795891911106745,0.8497479416655487,0.6613552105378744,1.0,0.1133851425646073,0.0,0.451891544948423
7,1.0,0.9858359303015264,0.999974299157417,0.9999998244082267,1.0,1.0,1.0,1.0,0.7391873309479025,1.0,1.0,0.0,1.0,0.9606660185445303,0.9999999073829289,0.9949597927241628
8,1.0,0.9999999997889674,0.9999913340203724,0.999999865561019,1.0,0.9999999999818219,1.0,1.0,0.4310114305677061,1.0,1.0,0.0,1.0,0.9828239417827321,1.0,0.9955239723950912
9,0.9516113153193965,0.6579669618533464,0.99974647007278,0.9742998444872787,1.0,0.3752906926602938,1.0,1.0,0.0,0.9721578306947357,0.8487559841746667,0.0,1.0,0.5039247804381142,1.0,0.3918317176701347
10,1.0,0.9999999993696788,0.9999973723279536,0.9999286436036646,1.0,0.9999999989425593,1.0,1.0,0.7145480410648283,1.0,1.0,0.0,1.0,0.9942079927770652,0.9999997675827201,0.9940514823643336
11,0.9999999976632339,0.9999999998403464,0.999999999094635,0.9999999154032317,1.0,0.9999999999999737,1.0,1.0,0.0,0.9999999154930111,1.0,0.9999952928638663,1.0,0.0,0.9996034603840974,0.9999999806016963
12,0.9999958999407043,0.9999700275955056,0.9999970889219999,0.9999134494515225,1.0,0.9999999999545912,1.0,1.0,0.8915745930226423,0.9995237489195905,1.0,0.9868592019216232,1.0,0.9972936182169887,0.0,0.9999429501294805
13,0.9819203011855667,0.9646945947063524,1.0,0.994674261295181,0.996881320800827,0.9775123900948274,0.9987150959898731,0.9987150959898731,0.9998738039863292,0.9968172137239545,0.9962704473472734,0.9976000743693817,0.999937681802731,0.0,0.0,0.9987370316876625
14,0.9998952368009428,0.9990902217260512,1.0,0.9995715500974861,0.9998886529327683,0.9999472164211907,0.9999973339328886,0.9999973339328886,0.0,0.9989716476386797,0.9999172005156608,0.994247613942716,0.9999528536478413,0.0,0.954988541278615,0.9996227815182227
15,0.9999999901777794,0.9999999880703211,0.9999999969891609,0.9999999957957054,0.9999999967324957,0.9999999905672532,0.9999999969695581,0.9999999969695581,0.0,0.9999999980106546,0.9999999975105746,0.9999999963651048,1.0,0.0,0.9999999676297406,0.9999999977405477
16,0.9999999988061529,0.876386668085699,0.8646680970291636,0.9822921214783523,0.855131476093004,0.9042041358439772,1.0,1.0,0.7839613025623504,0.8608518891091663,0.8531531925840063,0.8677458599654406,1.0,0.0,1.0,0.9254448838767386
17,0.9998870274906866,0.9998109643898218,0.9999999120094458,0.9999040634970391,0.9999010317700748,0.9999067358331298,0.9999898054253344,0.9999898054253344,0.9998958255988586,0.9999106059264508,0.9999061188513634,0.9998972523151817,1.0,0.9992057896016887,0.0,0.9998032056002051
18,0.9999088352854,0.9969856929032654,0.9999943195071812,0.9958501290163887,0.9954958960625032,0.9965417396526999,0.9964495975804146,0.9964495975804146,0.9927049949468346,0.9912075476206621,0.995768593908237,0.9244153546174508,1.0,0.9663752182218619,0.0,0.996474586691972
19,0.9994607485699565,0.9953902541208162,0.999992941220923,0.9968267109990566,0.996752824182187,0.9970489608427304,0.9963582194106622,0.9963582194106622,0.963737194903758,0.9953338075609708,0.9969393247689462,0.906171887426066,1.0,0.9738480018263782,0.0,0.996553590881651
20,0.9999999999396919,0.9999982119167885,0.9997075277552117,0.9999390204532878,0.9999997210144689,0.9999999858915183,0.999999952690738,0.999999952690738,0.0,0.9999403992119975,1.0,0.9997788601252161,1.0,0.0,0.9992922453604226,0.9999664584788039
21,1.0,0.999999999706747,0.9907641660806188,0.9995208645964452,1.0,1.0,1.0,1.0,0.0,0.997974611124469,1.0,0.8486720050689387,1.0,0.0,0.0,0.9990961402125831
22,0.9999266265795348,0.9995136276040845,0.999998845348606,0.9962551004280835,0.9999265637810812,0.9998133091284861,1.0,1.0,0.9974808541644306,0.984678553781543,0.9999266221272903,0.9985325316936609,0.9999993915497669,0.9992739643993871,0.0,0.9998346179208702
23,0.9999147194673292,0.9999384820577275,0.7197286019877078,0.998779891724409,1.0,0.9999999848139944,0.9999997732630933,0.9999997732630933,0.5875390062707964,0.9961001682631002,1.0,0.11607453155849456,1.0,0.0,0.0,0.9909785880585664
24,0.8658269802896343,0.8881588745102396,1.0,0.8249608033934336,0.8878414361313488,0.9790889754624116,0.9851234338284108,0.9851234338284108,0.9783236659407419,0.7788399071958785,0.8985573462431804,0.6420142781144682,0.9233014754731311,0.0,0.0,0.8602476130293117
