,AdaptiveIslandDE,Adaptive_Evolutionary_Algorithm_with_Local_Search,AdaSwarmD,AEEA,AMMS-PGSE,EASE-ing_into_Global_Optimization,Ensembled_HeuristicAlgorithm,Ensembled_Seed,Entropy-Driven_Quantum-Inspired_Optimization,HybridFireflyDE,LLM-Driven_Evolution_of_Metaheuristic_Components_V2,LLM-Enhanced_Genetic_Algorithm,LLM-SHADE,LLM_based_GA_with_Adaptive_Strategies,MSHO-LLM,Vortex_Search
3,0.9999999999998047,0.9999999999115108,0.9999999999998082,0.9999999994473702,0.9999999999998082,0.9999999999998079,1.0,1.0,0.9998554775134756,0.9999999985087425,0.9999999999998082,0.9999904647581505,0.9999999999998082,0.9999979570790324,0.9999999999998082,0.0
4,0.008507387023928947,0.008507003403570468,0.008307229576531294,1.0,0.008507387037934189,0.00850738703793319,0.008507386786394733,0.008507386786394733,0.6412158250155634,0.008507387037934189,0.008507387037934189,0.00850732496825346,0.008507387037934189,0.0,0.008507387037934189,0.0026677158582077976
5,0.9999998651659125,0.9999962808588437,0.9999968720298241,0.9999960163002124,0.9999989483209882,0.9999982337003389,1.0,1.0,0.0,0.9999968243798755,0.9999998660483543,0.9999966640317334,0.9999998771694381,0.9999919098164454,0.9999999105290273,0.9999948603652159
6,0.01243690524620844,0.008323687245756606,0.011407695146184893,0.008660564312685581,0.012342576947602435,0.012278703804247892,0.01227170742564998,0.01227170742564998,1.0,0.011896785545978616,0.015472072881562382,0.011513662611621012,0.0186290911339696,0.0,0.02063268788047401,0.0071125208048973265
7,0.9999999999254433,0.9858359302471618,0.9999742991022779,0.9999998243530862,0.9999999999448596,0.9999999999316066,1.0,1.0,0.7391873309071433,0.9999999999448596,0.9999999999448596,0.0,0.9999999999448596,0.9606660184915586,0.9999999098394241,0.9949597926693001
8,0.9999999999742136,0.9999999997782707,0.9999913340096289,0.9999998655502754,1.0,0.9999999999710782,1.0,1.0,0.43101143056307545,1.0,1.0,0.0,1.0,0.9828239417721731,1.0,0.9955239723843956
9,0.9092318723192508,0.6286647951036146,0.955223356632472,0.9309099813574557,0.9554655957552798,0.35857734524413365,0.9554655958902979,0.9554655958902979,1.0,0.9288633608730474,0.81095714207043,0.0,0.9554655957554251,0.4814827905572244,0.9554655957554252,0.3743817255595666
10,1.0,0.9999999993696909,0.9999973723279536,0.9999286436036646,1.0,0.9999999989425593,0.9999999998837368,0.9999999998837368,0.7145480410648283,1.0,1.0,0.0,1.0,0.9942079927770652,0.9999997671042117,0.9940514823643336
11,0.9999992226477323,0.9999992248248432,0.9999992240791323,0.9999991403877939,0.9999992249844967,0.9999992249844704,0.9999992249844977,0.9999992249844977,0.0,0.9999991404775733,0.9999992249844967,0.9999945178520111,0.9999992249844967,1.0,0.9999992249844967,0.999999205586208
12,0.9999621854209818,0.9997235665777846,0.9999731513129138,0.999201750284247,0.999999999983177,0.9999999995643748,1.0,1.0,0.0,0.995607569337277,0.999999999983177,0.8788033317437867,0.999999999983177,0.9750392287173527,0.999999999983177,0.9994738329886601
